firstpost_date,content
09-03-2015,What happens when a stock is added or booted from the DJIA http://t.co/TWFxc3k4pi via @AlmanacTrader $AAPL http://t.co/PMMjjG9KfL
10-03-2015,Most environmentally friendly Macbook ever invented  (so when you toss the outdated relic next year it wont harm the landfill) $AAPL
06-03-2015,Apple shares up 1.6 percent in premarket. AT&amp;T shares down 1.2 percent in premarket trading. $AAPL
08-03-2015,Experts think Apple Pay may not be as safe as advertised http://t.co/9lX9ZHUycQ $AAPL
07-03-2015,Fast Money Friday is underway. Trading today's market sell-off now. $AAPL trade on deck.
13-03-2015,The economist pans $aapl watch...thank god.  Like i need economists to agree with my investing and product ideas http://t.co/huOc48ZPa0
10-03-2015,"You asked, @jimcramer answered! Get answers on $AAPL in light of its big event, $TWTR $ABBV &amp; more: http://t.co/ZZevEghMCv #fb @TheStreetTV"
11-03-2015,"Tough day for $aapl, but not that large of a Δ from the larger market downswing. Shit day for all equity holders.  And CEOs that want to IPO"
06-03-2015,Tomorrow you can #AskGeneMunster your questions on $AAPL $TWTR $FB $GOOG live @ 8:35 am ET http://t.co/V2lDWGLEXg http://t.co/xzgUEvZEmK
08-03-2015,Apple will replace AT&amp;T in the Dow Jones industrial average http://t.co/KANUgcAJ9d $AAPL
19-03-2015,"On its first day of trading in the Dow, Apple is the second best performing component. http://t.co/VxEVSNrZKf  $AAPL http://t.co/yCG9nKwXlb"
07-03-2015,This chart shows why AT&amp;T stock could beat Apple now that it's out of the Dow $T $AAPL http://t.co/T33QZeuldH http://t.co/HhOuQHiEF8
06-03-2015,#AskGeneMunster your questions on TODAY $AAPL $TWTR $FB $GOOG live @ 8:35 am ET http://t.co/46egcpPQxw http://t.co/D8K00dJGYx
11-03-2015,4 reasons why Wall Street is underestimating the Apple watch http://t.co/mF09VtQTFi @AMPressman $AAPL
03-03-2015,And you probably think that my championing of $AAPL for more than 100 points makes me a mountebank ! @sfm_42 @carlquintanilla @cnbc
09-03-2015,Why trend following works --- nobody can analyze growth when it's happening http://t.co/xqCKPeCGM6 $aapl $uber
07-03-2015,Apple has an unprecedented opportunity to steal more Samsung customers this year $AAPL http://t.co/alGGfeGQa7
19-03-2015,Two huge things are happening after today’s closing bell:  - Apple joins the Dow - Visa 4-for-1 split  http://t.co/LuNfDVGTvQ $AAPL $V
06-03-2015,Why Apple Watch won't pay off (Photo: AP): http://t.co/0miQQiNZ95 $aapl http://t.co/jlul0Bydjq
15-03-2015,"Would you pay $10,000 for an Apple Watch? http://t.co/2aDDinuNeA  $aapl #applewatch @CORYTV http://t.co/60clZbC9lH"
09-03-2015,"Apple Store 'Will Be Back' Amid Updates, Anticipation $AAPL http://t.co/FECmRSsyKZ #AppleEvent http://t.co/hCBP3Vll0U"
03-03-2015,Apple $AAPL Price Target Lifted to $160 at Morgan Stanley - $190 Bull Case http://t.co/zr7t9gOrkN
14-03-2015,Apple stock get strike three: http://t.co/axfTwKGlGb (Photo: AP) $aapl http://t.co/psMy16RXUU
16-03-2015,How BuzzFeed beats the market http://t.co/mtVEFcSaDM via @LikeFolio $AAPL
06-03-2015,"If Apple sells 15 million watches, it would control 55% of the global smartwatch market by year end: http://t.co/LBBA9iueJJ $AAPL"
06-03-2015,Apple Is Thinking Different With Marketing of the Apple Watch $AAPL http://t.co/RsunK6XTjz http://t.co/D62ycVSiMt
10-03-2015,"Apple watch price range starting from $349 to $10,000. At that price, I better be able to see into the future…  $AAPL"
07-03-2015,Customers are fleeing Samsung for the iPhone $AAPL http://t.co/hw5wICqx1g
09-03-2015,20 years of mergers &amp; acquisitions ... and more today from $AAPL http://t.co/gzcf0eIYgw
12-03-2015,The $AAPL Watch can change retail. Look to Whole Foods to see how http://t.co/2kkM2bE7aZ $WFM via @briansozzi
09-03-2015,Apple Allows Developers into Secret #AppleWatch Lab Launch Event Tomorrow http://t.co/AqflWqGh9m $AAPL #iPhone6 #iOS http://t.co/TXTOXCEEnZ
07-03-2015,"iPhone sales are going to be mammoth this quarter, says UBS $AAPL http://t.co/alGGfeGQa7"
12-03-2015,"Why Apple Won't Buy Tesla, But Make A 'Strategic Investment' In It $AAPL $TSLA http://t.co/ra1SjlB0PS http://t.co/gAbuNQFnbK"
04-03-2015,$AAPL tried there... needs to go sub 128
10-03-2015,18 hours battery life $AAPL
11-03-2015,Apple Watch: 50 Shades Of 'Meh'...do you agree? $AAPL  http://t.co/bezA71zbml @TALENTEDBLONDE
04-03-2015,Nailed some good sells $AAPL puts 128$ 127$ phew http://t.co/Cu60n06z08
12-03-2015,iPad seen as weak link in tablet market this year: http://t.co/cB9d04LJPs $AAPL $GOOGL $MSFT
16-03-2015,"Apple Pay fraud is growing, and banks can't deal http://t.co/jaiKDJVd59 $AAPL"
19-03-2015,Crazy crazy market day. And the fun continues when $AAPL joins the $DJIA tomorrow. @CNBCClosingBell
10-03-2015,Trading the Apple Watch: 5 tech plays http://t.co/Ufc7Mokdfk via @jacobpramuk #iwatch $AAPL
17-03-2015,Reading: Who's afraid of the Apple Watch? $AAPL http://t.co/kxkmPBB1Xn
07-03-2015,http://t.co/0d3OgJIxC5 ROFL! Apple Pay Nailed $aapl
04-03-2015,The fate of 1.8 Million retail market orders in $AAPL. Note the ridiculously high number canceled! http://t.co/XjmrWj5eGW
04-03-2015,Gene Munster: Apple Is Coming At The Market With A Design (Not Technology) Approach $AAPL http://t.co/JT3t0pLxEb
10-03-2015,$AAPL *cartoon spring noise* http://t.co/1Us2lYRQ0a
10-03-2015,Apple's $AAPL Biggest Bull is Also the Biggest Bull on Apple Watch http://t.co/5i8zufHKjA
10-03-2015,Trading the Apple Watch: 5 tech plays http://t.co/Ufc7Mo2CnM via @jacobpramuk #iwatch $AAPL
21-03-2015,Report: New Apple TV May Be Coming In June $AAPL http://t.co/eNX0mEtyBH
01-03-2015,"The world's richest, most valuable company is taking on the auto industry? http://t.co/cBtEHywfav $AAPL http://t.co/W7fUntudnk"
11-03-2015,Will an Apple Watch make you more productive at work? http://t.co/rCv55FTcko #applewatch $AAPL http://t.co/Y4Cjc0yPlU
10-03-2015,"From Real Money Pro ""Circling back to $AAPL"" http://t.co/oNRTv6Yk1n"
10-03-2015,Apple TV price drops to $69. Interesting $AAPL
09-03-2015,NEW POST: Weekend Video Strategy Session 03/08/15 {Video} http://t.co/UJ38awGZx9 $AAPL $QQQ $SPY $TLT $UUP
09-03-2015,Here's what we actually know about Apple's big Monday event http://t.co/kctb41WsO7 $AAPL
13-03-2015,"Internal, external, authoritative, recursive. #DNS is critical infrastructure &amp; incredibly fragile http://t.co/90Gi4lXybH #apple $AAPL"
11-03-2015,Traders see Apple squeeze http://t.co/Lho6GKMjKe $AAPL #iwatch
15-03-2015,Addition of $AAPL to DJIA will reduce expected earnings declines for DJIA in 2015. http://t.co/54HSNnRMjK http://t.co/2uRkY6lQf9
10-03-2015,"Apple Springs Forward With Details on Apple Watch, New MacBook, HBO Now $AAPL  http://t.co/hJvJd0Ganu"
12-03-2015,Apple chip change on horizon? http://t.co/HN7CMc49lD $AAPL
07-03-2015,"Why Apple going to the Dow is overdue-- and overrated, the latest from @AaronTask   http://t.co/oujaecpBgP $AAPL"
10-03-2015,No daylight savings for the Apple Watch http://t.co/Nq9n5OzvN6 via @jdmarkman $AAPL
02-03-2015,Why Apple Doesn't Report Jony Ive's Compensation http://t.co/R8IieLm1tf via @forbes $AAPL
11-03-2015,What is social data saying about the Apple Watch?  http://t.co/6h7MkL94aW $AAPL http://t.co/TnZsnyaXkj
14-03-2015,"Apple Watch: It's the product that you don't realize you want, but will soon need http://t.co/hiWpkildMz $AAPL via @BrianSozzi"
11-03-2015,Most aggravating part of $aapl retail Power is failure of $goog to offer learning and experience stores http://t.co/pAH6gZBnKk (long both)
10-03-2015,“@RANsquawk: Loving my Apple Watch $AAPL http://t.co/owdEPiCbsN” 😂😂😂😂
05-03-2015,"Developers limited in creation for $AAPL Watch, initially    http://t.co/yzfwuRwFcV"
11-03-2015,NEW POST: Stock Market Recap 03/10/15 {Video} http://t.co/mk466tvNqY $AAPL $ACAD $HABT $JNUG $NUGT
10-03-2015,I am yet to understand why the owner of an iPhone needs a watch. Alot of gimmicks but will consumers need it and buy it? $AAPL
10-03-2015,Will Apple Watch Actually Make it Easier to Pay for Things? $AAPL http://t.co/MGcEPAL5hI http://t.co/DXS0sgHDz1
08-03-2015,Apple performance since 2005 $AAPL http://t.co/gnJDKbjp0a
16-03-2015,Apple is installing an #AppleWatch iPhone app you can't delete http://t.co/O8Lx4E8i4g $AAPL
10-03-2015,1/5: Here's @gruber with some very interesting price predictions for the #AppleWatch http://t.co/xfwe7YOiwI $AAPL http://t.co/o6MGFdENgY
16-03-2015,Apple is installing an #AppleWatch iPhone app you can't delete http://t.co/O8Lx4E8i4g $AAPL
10-03-2015,1/5: Here's @gruber with some very interesting price predictions for the #AppleWatch http://t.co/xfwe7YOiwI $AAPL http://t.co/o6MGFdENgY
14-03-2015,10 mind-blowing facts about the Apple Store http://t.co/TwnOD7r4lg $aapl #retail #malls
10-03-2015,Who Likes The Apple Watch? $AAPL http://t.co/AAn8KoOMXJ
10-03-2015,Apple shareholder meeting gives Tim Cook an opportunity to make an encore (AFP photo) $AAPL http://t.co/qplBeGUYmr http://t.co/Rtn3bp6yvH
07-03-2015,Apple CEO @tim_cook faces biggest test yet with watch introduction http://t.co/zfouXalqrM $AAPL
15-03-2015,"The #AppleTV price cut might hint at apps, big sales and more content $AAPL http://t.co/5chtMJVewk http://t.co/BM3Vdv9RWL"
04-03-2015,10 Apple Experts You Need To Follow On Twitter $AAPL http://t.co/l5F73GGJTc @Chris_Ciaccia @BenedictEvans http://t.co/YUFacwMWNj
07-03-2015,Crystal Ball: Tell us where you think Apple will close Tuesday $AAPL http://t.co/8wNkftxw7g  http://t.co/EJ3AU3XZWa http://t.co/6spIOx6rIQ
21-03-2015,"""If I already have an iPhone and an iPad, why do I need an Apple Watch?"" http://t.co/8RfigoIW7I $AAPL"
10-03-2015,"$AAPL turns lower after #AppleWatch unveil.  #Apple shares poised for 3 down days in a row, the longest losing streak in 7 weeks."
10-03-2015,How to win the #tech fund game w/out owning $AAPL. from @Reuters http://t.co/B0y24Y4FeS
19-03-2015,$GOOGL $PCLN $AAPL omg thoose calls so pissed i missed them!
17-03-2015,I want you to take over the world. $AAPL http://t.co/kW6iYWHy7d
10-03-2015,Apple's new MacBook:  - weighs 2 lbs - 13.1 mm thin - comes in gold and silver http://t.co/abY1lgSWQz $AAPL http://t.co/UUVKBSgSH6
11-03-2015,Only $AAPL has the cheek to sell 18 carat gold at 300% markup &amp; get away with it.
17-03-2015,What We're Trading $AAPL $MBLY $DSW $PLUG http://t.co/pyavDxmuUw
16-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/uvEHDwW3eq
16-03-2015,"Each Apple Watch Edition would contain 2 ounces of gold, only half of what a gold Rolex contains http://t.co/aIs45WpLu0 $AAPL"
10-03-2015,Tim Cook takes the stage at the big Apple event. Follow @CNNMoney's live blog: http://t.co/lk3cMiJAsk $AAPL http://t.co/p0BafI9N95
10-03-2015,Short-sellers were betting against Apple before today's event. http://t.co/X0HqikRk3N $AAPL http://t.co/dp1fKo2Qpu
03-03-2015,Apple $AAPL Price Target Lifted to $155 at Oppenheimer http://t.co/drYdYxi8SC
18-03-2015,GREAT post from @semil #meerkat could be huge. Definitely turns IPhone into a GoPro for geeks at minimum http://t.co/mYfseusNAG $gpro $AAPL
04-03-2015,@InceptionTrader Look at this $AAPL looking alright for a nice healthy dip like last weeks... whatcha think
02-03-2015,NEW POST: Weekend Video Strategy Session 03/01/15 {Video} http://t.co/zX3Hyp8tdl $AAPL $IBB $IWM $QQQ $SPY
10-03-2015,China may avoid negative inflation after all thanks to these #iwatch prices   #forex $AAPL
04-03-2015,RT @jyarow: #AppleWatch on cover of Chinese fashion magazine. $AAPL  http://t.co/VbPuvj19KB http://t.co/THOKvG9Kvo
09-03-2015,All Eyes on Apple $AAPL Into 'Spring Forward' Watch Event http://t.co/2WzFHgVDti
10-03-2015,Apple Watch must-have 'accessory of the year?' http://t.co/i6olY20m7o #iwatch $AAPL
07-03-2015,"RT @ReutersBiz: At long last, Dow gets a taste for Apple. http://t.co/MhmUgzJwKJ $AAPL http://t.co/8Q9Cqea6vL"
14-03-2015,Apple Down -2.4% for Week YTD +12.0% Below 20 day avg $AAPL $QQQ $XLK #iPhone6 #AppleWatch http://t.co/yKPTVRwmz0
09-03-2015,Joining @marthamaccallum on @foxnews at 10:50am ET / 7:50am PT live from $AAPL Watch event with the early wins + challenges. Join us!
14-03-2015,The New Apple: Embracing Personalized Technology With A Luxury Twist http://t.co/JA7GPWxEW3 $AAPL #APPLE
19-03-2015,$AAPL in the $DJIA and $V trades with 4:1 split price
13-03-2015,Cantor Fitzgerald:  5 Reasons Being Bullish on Stocks Is 'Almost Impossible'   http://t.co/6xR2kPCAOa via @Newsmax_Media $AAPL
11-03-2015,Apple Just Made It Much Easier to Cut the Cable TV Cord $AAPL http://t.co/Q3pPLXxJYj http://t.co/NATOurpcc0
10-03-2015,"#AppleWatch Hands On, the Full Details Pricing, Availability, Etc. http://t.co/IySBdZTMCL $AAPL #AppleLive #Apple http://t.co/o1Z6ctPj2L"
16-03-2015,"To see how the $AAPL Watch will change retail, look to Whole Foods http://t.co/9LVyMCYHsL via @BrianSozzi"
03-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/9ztcTuTouh
07-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/eComH3g0k4 http://t.co/DvzWpu2QCQ
15-03-2015,Here's why the Apple Watch always shows the time as 10:09 in advertisements http://t.co/cucYptmDRA  $AAPL #aheadofthetimes
10-03-2015,Here are the key takeaways from Apple's unveiling http://t.co/mXYiuRdSWx $AAPL  #applewatch http://t.co/biolbLYZU1
10-03-2015,HBO Now is launched. Apple is the exclusive partner. http://t.co/pLs8YpDjoQ $AAPL
06-03-2015,"Once $AAPL is added and $V splits, the Tech sector will have a 17% weight in the Dow."
08-03-2015,At Long Last #Dow Gets a Taste for #Apple http://t.co/A8EP5p33PO Price YTD +14.6% From High -4.9% $AAPL #USA #iPhone6 http://t.co/M4iFpE5Yq6
06-03-2015,Apple to join Dow Jones Industrial Average $AAPL
20-03-2015,"I just bought a iPhone 6+ I am going double barrel mobile. One phone for stocks, the other for #meerkat...  $aapl wins both ways"
07-03-2015,A Bay Area hookup: Apple Pay is now accepted at @warriors games. $AAPL http://t.co/3yIPfIWXzo
21-03-2015,An Apple car? Why not? http://t.co/gp4kZbZyZz insights from our partner @Covestor  $AAPL $TSLA
13-03-2015,There's already an app for this. #AppleWatch $AAPL http://t.co/4dt7hWNBze
10-03-2015,Wired Magazine's first take on Macbook. $AAPL http://t.co/UevU8bvwSJ
12-03-2015,New Bog Post - 'Apple to $2 trillion - real estate and time ' http://t.co/4U0ZNUkoMn $aapl
09-03-2015,So exciting.  America is getting a new wrist watch.  $AAPL
11-03-2015,$AAPL down again today. Will the Apple Watch tap me if stock slips below $120?
10-03-2015,All the noise and news does not matter when you can read price $AAPL
20-03-2015,$NKE Woot $100. My biggest Holding for years now besides $aapl. I think stronger than ever for both.
10-03-2015,"HBO Now, standalone streaming service with $AAPL as exclusive launch partner. Broadband and an Apple device"
18-03-2015,$XOM and $AAPL paid highest dividends in $SPX over the past 12 months. http://t.co/BaPDLsm3qr http://t.co/lS1hOG4H9l
10-03-2015,"$AAPL the #$10,000 gold #Apple #iWatch will have less than a half ounce #GOLD in it and they will just mark it up to $10,000"
16-03-2015,Is Jay Z Taking On Apple? $AAPL http://t.co/3ygj2PY5NO http://t.co/EtbXn2i2aQ
09-03-2015,Editorial: Apple Pay finds frauds reporting / $AAPL @daiwaka @wsj @hiltzikm @latimes http://t.co/GRQDgoatJg
05-03-2015,Nobody says they will wear an iWatch which is why everyone will wear an iwatch ..... It's about the bands $aapl
06-03-2015,Holy Cow: Apple to replace $T in the Dow.  $DJI  via @DowJones $AAPL
17-03-2015,$AAPL was the largest spender on buybacks in $SPX during Q4. http://t.co/ULga5UgKST http://t.co/MQ35DBjVAj http://t.co/nPzVtgUnkf
17-03-2015,Another annoying iPhone app that users can't delete http://t.co/TfKprS4a5y $AAPL #AppleWatch http://t.co/mhOu2pg6tR
20-03-2015,"""If you don't pay for it, you are the product."" And other lies from $AAPL bloggers http://t.co/gJGewJfb2Z"
16-03-2015,Poll Shows 69% Of #Americans Not Interested In Apple Watch $AAPL http://t.co/o1JNk8ZdEC
12-03-2015,Dear $AAPL why this fetish for thin over utility?
10-03-2015,Apple will begin taking Watch orders on April 10; will be available on April 24 http://t.co/FC4ckU5goR $AAPL
06-03-2015,It's about iTime! $AAPL finally joining Dow.
11-03-2015,Apple Watch is highly affordable for a finely crafted premium watch but very expensive for an iPhone accessory http://t.co/lCY7Ktwn3q $AAPL
07-03-2015,Here’s Where the Dow Would Be If Apple Was Added at Its Stock Split http://t.co/UHvu0wbMyi via @WSJMoneyBeat $AAPL
06-03-2015,"$AAPL added to DJIA, with $T dropping out"
11-03-2015,Apple stock smacks against glass ceiling: http://t.co/WinHE0iM65 (photo: AFP/Getty) $aapl http://t.co/OmQ8RhIgGy
06-03-2015,Delaying a larger iPad may be good for growth. @jolingkent explains why: http://t.co/0jPijSLXsX #Apple $AAPL
11-03-2015,You're just too old if you don't get the Apple Watch $AAPL http://t.co/O7ASEugJb4 via @BrianSozzi
06-03-2015,What We're Trading $AAPL $FL $BIG $COO $DMD http://t.co/cXPxIYiKkI
10-03-2015,$AAPL up 2.11%
10-03-2015,$MSFT up on news of $AAPL watch.
07-03-2015,Meet the new Dow. https://t.co/gZmgkDy1jt $AAPL $DIA
11-03-2015,#Apple App and #itunesstore go dark worldwide. No word on what's wrong or when service will be restored. #mobile $AAPL
10-03-2015,"$AAPL the $10,000 gold #Apple #iWatch will have less than a ounce #GOLD in it and they will just mark it up $10K http://t.co/Rmov9MEtzJ"
11-03-2015,$AAPL fans hate short sellers of their stock (I am currently short for good reasons). It is amusing how all they disappeared this week...
06-03-2015,http://t.co/7O0jrolNnf Hahahahaha Apple To Join DOW $aapl
10-03-2015,I discuss the poor battery life and complexity of the new $AAPL watch on RMPro now. If the mkt drops will $AAPL be sold to offset losses?
06-03-2015,"$AAPL joining the Dow, finally"
10-03-2015,Meanwhile. the Dow is now up 160 and back above 18K. And that's without $AAPL. Imagine that.
19-03-2015,Will $AAPL beat the Dow curse? http://t.co/tjkmDXKBZ0 #HalftimeReport http://t.co/6NRWP1l5d0
20-03-2015,Shocking Revelation: People Still Like Apple $AAPL http://t.co/BFDTaIcxXn @TDANSherrod http://t.co/SHHg5bOXaO
10-03-2015,With basic price of $1299 on MacBook would anyone buy an iPad? $AAPL
02-03-2015,Jefferies: Samsung Pay 'Could Dwarf' Apple Pay $AAPL $SSNLF http://t.co/UQCTpdCnVB
06-03-2015,"No. 4: Does it, in fact, also shoot lasers? 3 questions for $AAPL when the Apple Watch debuts March 9: http://t.co/d8YxhXgWPi"
09-03-2015,Apple Investors 'Finally' Get A New Product Category $AAPL http://t.co/AHH6xxmJTM
18-03-2015,Today's the day: Apple joins the Dow after the closing bell. $AAPL one of few stocks gaining http://t.co/7JVvupN9KN http://t.co/Cisd6IWzX9
03-03-2015,Apple needs the iPhone --&gt; Nasdaq needs Apple. Synergies at 5000. http://t.co/kCGz7zWgJJ via @WSJMoneyBeat $AAPL http://t.co/5JkFLx3x43
11-03-2015,"RT @jbooton: It would take 2.5 years of Foxconn wages to pay for $10,000 Apple Watch: http://t.co/U5LPp6XtzB $AAPL http://t.co/fm8O9m3umy"
12-03-2015,"My $AAPL haters tweet was an observation on haters, not a ""victory lap"" on my Apple Short.  Thanks."
10-03-2015,My updated view of $AAPL coming up on RealMoneyPro.
02-03-2015,Coincidence where Apple announces a massive buyback program to entice investors? $AAPL http://t.co/0elbIreIPD
14-03-2015,Hope I win this #iPad mini from @ValueWalk! $AAPL http://t.co/fYxtgELC6G http://t.co/rFDwVZGzmM
07-03-2015,"""the world has never seen anything that looks like this"" http://t.co/HXoXOeaSDm $AAPL http://t.co/Fhe69Ow99w"
04-03-2015,1. $AAPL stuck in the everyone owns it middle of its risk range = 125-133
04-03-2015,Hope you didn't miss a minute of #HalftimeReport but here are the highlights just in case: http://t.co/qjMXjM0kCo $COMP $EOG $BABA $LL $AAPL
10-03-2015,$AAPL talking here about intention to big data your health. I wrote about this a yr ago: http://t.co/1WTloBUJ17 http://t.co/nqfnSQIN8o
08-03-2015,On @jimcramers #GamePlan this week: $AAPL! The trick to its ecosystem &amp; why it rules the world http://t.co/zYDaSctiRh http://t.co/11F4ZnkxoY
03-03-2015,"Morgan Stanley: Here's why Apple should be viewed as a ""platform company"" rather than a #tech hardware firm http://t.co/QysEhxI4Ss $AAPL"
21-03-2015,$AAPL flash crash on HUGE volume there at the close. http://t.co/UaDNUypQnn
15-03-2015,"This past week, $AAPL unveiled its next great innovation ... oh, and also some kind of wristwatch, we guess. http://t.co/qvJPYRLDZw"
10-03-2015,Apple Watch vs. the competition: What else is out there? http://t.co/AMuKyBoLJz $AAPL http://t.co/a5cl87FPTB
09-03-2015,Dow Jones Index has no idea of volatility until $AAPL officially becomes part of it. Buckle your seatbelts.
18-03-2015,"Facebook's Money Transfer Service Could Hurt Western Union, MoneyGram, PayPal, And Xoom http://t.co/fmBmxZxn2a $AAPL #APPLE $GOOGL $MGI"
10-03-2015,.@HBO_NOW is coming exclusively to Apple http://t.co/tiCZnhlqtB $AAPL http://t.co/cab9OVBMVp
09-03-2015,Tech watchers Jonathan Geller (@boygenius) &amp; @BuzzFeed's @cwarzel share their thoughts on the $AAPL hype..now!
07-03-2015,"Tim Cook's next ""biggest test yet"": #AppleWatch http://t.co/cgIAw1MH7M $AAPL ht @ampressman"
04-03-2015,$AAPL needs healthy retrace?... $125 126?
11-03-2015,John Scully former $AAPL CEO compares $DIS &amp; creation of Disneyland &amp; DisneyWorld to Apple and the AppleWatch
07-03-2015,"Just for kicks, what if DJIA added $AAPL at start of bull mkt? h/t @jbruzzesi1 http://t.co/Z03KCUIWOt @BloombergTV http://t.co/rSnevQjgLr"
16-03-2015,BlackBerry: SecuTablet Highlights The Need For Hardware-Based Mobile Security http://t.co/C2QhwBHmbu $AAPL #APPLE $IBM $BBRY
05-03-2015,"Just how bad for $INVN was its deal to supply $AAPL with iPhone chips? Uh ... maybe not so bad, really. http://t.co/C7UIt7dRmS via @admlvy"
12-03-2015,The Apple Watch Won't Help Lift the Sagging Price of Gold $AAPL http://t.co/AvEp5Vd6zN http://t.co/TVN9eQSwKr
13-03-2015,Expert: #AppleWatch Could Have A Projector/Holographic Display In 5 Years $AAPL http://t.co/ynYqNP0Gcs @codywillard http://t.co/QTvNRxPaXK
06-03-2015,A Comprehensive Preview Of Apple's 'Spring Forward' Event $AAPL  http://t.co/qB9fLmyLsg
12-03-2015,Apple: Fighting The Battle That Can't Be Won http://t.co/UatHeq192g $AAPL #APPLE
10-03-2015,3 reasons not to buy the Apple Watch $AAPL @Quantanamo http://t.co/bO9zfh8bVI
20-03-2015,The iPhone 6+ is delightful so far $aapl
09-03-2015,Dan Nathan's Options Strategy That Offers Protection In Apple For Free $AAPL http://t.co/9QT1lsIwK9
15-03-2015,RT @howardlindzon: Why trend following works --- nobody can analyze growth when it's happening http://t.co/bLOhp1sjmG $aapl $uber
18-03-2015,It's an $AAPL vs $TSLA face off. @jimcramer continues #MarchMadness with his NCAA team picks http://t.co/URYv3YrFt8 http://t.co/h55Q7MFYQm
17-03-2015,How the 🍎 ⌚️ could help 🍕🍕🍕's bottom line http://t.co/c80klQNvwc $AAPL via @BrianSozzi
12-03-2015,"$AAPL is missing a trick not selling its watch as  ""iTime Machine"" ;-)"
18-03-2015,The Insane Apple Advantage Revisited http://t.co/7nmqW3SqPy $SSNLF $AAPL
14-03-2015,7 Cool Gadgets We Saw at This Year's Luxury Technology Show $AAPL http://t.co/gU15lj4dvC http://t.co/3YPAFgyCXD
09-03-2015,"StockTwits Weekly's Out: $AAPL watch, US &amp; Euro rates, $GM buybacks, and don't forget $USO. http://t.co/JLWuJI2Lyo"
19-03-2015,$AAPL going to rock here too
17-03-2015,Apple $AAPL TV talk weighs on cable company stocks http://t.co/bGJxxXjwUn via @MarketWatch http://t.co/4JpKg3AmlC
06-03-2015,Official $AAPL into Dow Release: http://t.co/foI9bN1fzm
10-03-2015,Ugh. God had apples out long before Apple made one. RT @RANsquawk: Loving my Apple Watch $AAPL http://t.co/rBgfyclnwl
21-03-2015,How Apple Neglects Us. Let's Count the Ways $AAPL #ParticleDebris http://t.co/LSpS1oE9kn http://t.co/zvScMxq90e
12-03-2015,written in a swamp. RT @howardlindzon: New Bog Post - 'Apple to $2 trillion - real estate and time ' http://t.co/uJpyNfMwce $aapl
04-03-2015,@sanglucci whatcha think this $AAPL needs a healthy retrace?
10-03-2015,#AppleWatch live stream. Let's do it. $AAPL #finance
17-03-2015,Visualizing Apple's Record Setting Market Capitalization [INFOGRAPHIC] http://t.co/taxzgFNUS9 $AAPL $MSFT http://t.co/RjBXsWsQhd
08-03-2015,S&amp;P 500 Ends Week -2.1% Below All-Time High Week -1.5% YTD +0.9% http://t.co/cF2fB98ZaB   $SPY $QQQ $IWM $IBB $AAPL http://t.co/0NisRT56Iu
10-03-2015,Did $AAPL have news today? http://t.co/dsvTI3ztst
10-03-2015,Is it mandatory to wear a black sweater or shirt when presenting at an $AAPL live event?
06-03-2015,Finally! Apple takes it place among the exclusive Dow 30 companies. $AAPL bounces 1.5% on news http://t.co/xj5pSyq7Uk http://t.co/7kBnzNGm8r
09-03-2015,How much #gold did $AAPL buy for the #iwatch ?
10-03-2015,2/5: Here's a chart from Adobe Analytics. Would you buy the #AppleWatch? 67% said yes http://t.co/LdlKk2iszN $AAPL http://t.co/3c5d9XTEzr
06-03-2015,Report from @WSJ: Apple will replace AT&amp;T and join Dow Jones Industrial Average this month $AAPL $T
06-03-2015,Wow. $AAPL (Apple) replacing $T (AT&amp;T) in the Dow Jones Industrial. End of an era. http://t.co/mOKecRjqfh
12-03-2015,Report: Apple Removed Competing Fitness Bands From Website Ahead Of Watch Launch $AAPL $NKE http://t.co/yEhHDAtRFX
17-03-2015,$AAPL tv may not be what people expected RT @optionmonster: What We're Trading $AAPL $MBLY $DSW $PLUG http://t.co/Ks5eovN2wt
17-03-2015,"Early movers: $DSW, $BABA, $EBAY, $RTN, $AAPL &amp; more http://t.co/xEk9sOUeyU"
17-03-2015,$AAPL Price to Earnings Hits Decade Lows http://t.co/UukkpVrl1M
10-03-2015,RT @Crabby_2: “@RANsquawk: Loving my Apple Watch $AAPL http://t.co/3OYUreDyBp” lol!
03-03-2015,The top 10 analysts on Wall Street: http://t.co/HSAY48CXPT $DJIA $AAPL $SPX
15-03-2015,iYawn #applewatch http://t.co/pRpPKgfdMg  $AAPL
19-03-2015,Being an $AAPL parts supplier is both a blessing and a curse for Jabil Circuits http://t.co/XYqA1g7YsT $JBL
11-03-2015,Apple is getting a cut on mall rent bc it drives overall mall sales by 10% in locations it is in. $AAPL http://t.co/njXUJNuIH3
07-03-2015,Apple watch needs compelling use case: Sacconaghi http://t.co/G798U8ABtO $AAPL #iWatch
10-03-2015,$350 to $399 for $AAPL Watch Sport products LOL
10-03-2015,Your #AppleWatch is really an iPhone $AAPL
19-03-2015,As a reminder $AAPL enter the DJIA and $V split at the close of business today
01-03-2015,S&amp;P 500 Ends Week -0.5% Below All-Time High Week -0.3% YTD +2.5% http://t.co/3xE8vpPlJd  $SPY $IWM $SMH $IBB $AAPL http://t.co/AZPsgiYYGO
